youtube, https://www.youtube.com/
github, https://github.com/lxk1170
twitch, https://twitch.tv
drive, https://drive.google.com/drive/u/1/my-drive
drive space trucker notes, https://docs.google.com/document/d/1MOHV5wDILDFdKjHW-MXd7TfPf1fAFS3H06aCh2h8z6k/edit
